state,date,sex,ethnicity,annual_birth,annual_death
Kuala Lumpur,01/01/2016,Female,overall,12463,3344
Kuala Lumpur,01/01/2017,Female,overall,12010,3481
Kuala Lumpur,01/01/2018,Female,overall,11760,3556
Kuala Lumpur,01/01/2019,Female,overall,11448,3662
Kuala Lumpur,01/01/2020,Female,overall,11086,3522
Kuala Lumpur,01/01/2021,Female,overall,10054,5645
Kuala Lumpur,01/01/2022,Female,overall,9619,4256
Labuan,01/01/2000,Male,overall,769,94
Labuan,01/01/2001,Male,overall,783,101
Labuan,01/01/2002,Male,overall,773,130
Labuan,01/01/2003,Male,overall,833,134
Labuan,01/01/2004,Male,overall,791,128
Labuan,01/01/2005,Male,overall,784,128
Labuan,01/01/2006,Male,overall,818,121
Labuan,01/01/2007,Male,overall,829,123
Labuan,01/01/2008,Male,overall,849,156
Labuan,01/01/2009,Male,overall,848,153
Labuan,01/01/2010,Male,overall,852,144
Labuan,01/01/2011,Male,overall,911,137
Labuan,01/01/2012,Male,overall,934,144
Labuan,01/01/2013,Male,overall,944,145
Labuan,01/01/2014,Male,overall,959,165
Labuan,01/01/2015,Male,overall,1023,143
Labuan,01/01/2016,Male,overall,881,169
Labuan,01/01/2017,Male,overall,866,132
Labuan,01/01/2018,Male,overall,913,175
Labuan,01/01/2019,Male,overall,872,182
Labuan,01/01/2020,Male,overall,851,183
Labuan,01/01/2021,Male,overall,755,300
Labuan,01/01/2022,Male,overall,704,218
Labuan,01/01/2000,Female,overall,726,73
Labuan,01/01/2001,Female,overall,703,58
Labuan,01/01/2002,Female,overall,693,70
Labuan,01/01/2003,Female,overall,751,86
Labuan,01/01/2004,Female,overall,722,84
Labuan,01/01/2005,Female,overall,725,81
Labuan,01/01/2006,Female,overall,769,87
Labuan,01/01/2007,Female,overall,752,81
Labuan,01/01/2008,Female,overall,831,87
Labuan,01/01/2009,Female,overall,808,94
Labuan,01/01/2010,Female,overall,779,99
Labuan,01/01/2011,Female,overall,823,81
Labuan,01/01/2012,Female,overall,839,98
Labuan,01/01/2013,Female,overall,799,100
Labuan,01/01/2014,Female,overall,912,109
Labuan,01/01/2015,Female,overall,930,103
Labuan,01/01/2016,Female,overall,871,108
Labuan,01/01/2017,Female,overall,819,115
Labuan,01/01/2018,Female,overall,778,112
Labuan,01/01/2019,Female,overall,806,116
Labuan,01/01/2020,Female,overall,863,136
Labuan,01/01/2021,Female,overall,767,217
Labuan,01/01/2022,Female,overall,670,174
Putrajaya,01/01/2010,Male,overall,1286,52
Putrajaya,01/01/2011,Male,overall,1508,63
Putrajaya,01/01/2012,Male,overall,1600,69
Putrajaya,01/01/2013,Male,overall,1518,93
Putrajaya,01/01/2014,Male,overall,1574,100
Putrajaya,01/01/2015,Male,overall,1515,95
Putrajaya,01/01/2016,Male,overall,1342,86
Putrajaya,01/01/2017,Male,overall,1298,123
Putrajaya,01/01/2018,Male,overall,1251,120
Putrajaya,01/01/2019,Male,overall,1211,114
Putrajaya,01/01/2020,Male,overall,1073,118
Putrajaya,01/01/2021,Male,overall,1090,154
Putrajaya,01/01/2022,Male,overall,953,139
Putrajaya,01/01/2010,Female,overall,1144,43
Putrajaya,01/01/2011,Female,overall,1448,50
Putrajaya,01/01/2012,Female,overall,1550,73
Putrajaya,01/01/2013,Female,overall,1454,71
Putrajaya,01/01/2014,Female,overall,1490,94
Putrajaya,01/01/2015,Female,overall,1354,98
Putrajaya,01/01/2016,Female,overall,1227,77
Putrajaya,01/01/2017,Female,overall,1219,106
Putrajaya,01/01/2018,Female,overall,1149,98
Putrajaya,01/01/2019,Female,overall,1105,95
Putrajaya,01/01/2020,Female,overall,1070,93
Putrajaya,01/01/2021,Female,overall,1016,112
Putrajaya,01/01/2022,Female,overall,886,114
